Author,Affiliation,Publication Date,Journal Title,Title,Volume,URL
William Roberds*,"Federal Reserve Bank of Atlanta
",Dec-18,The Journal of Economic History,"Till Time?�s Last Sand: A History of the Bank of England, 1694??013. By David Kynaston. London: Bloomsbury, 2017. Pp. viii, 879. $67.50, hardcover.",78,https://www.cambridge.org/core/journals/journal-of-economic-history/article/till-times-last-sand-a-history-of-the-bank-of-england-16942013-by-david-kynaston-london-bloomsbury-2017-pp-viii-879-6750-hardcover/C0CC1A2D59771083906389232ADDC790
Rudi Batzell*,"Lake Forest College
",Dec-18,The Journal of Economic History,"Political Economy of Labor Repression in the United States. By Andrew Kolin. Lanham: Lexington Books, 2015. Pp. xxxv, 399. $110.00, hardcover.",78,https://www.cambridge.org/core/journals/journal-of-economic-history/article/political-economy-of-labor-repression-in-the-united-states-by-andrew-kolin-lanham-lexington-books-2015-pp-xxxv-399-11000-hardcover/DD054D4FB9ACB0C2E713E0730790360B
Klaus Desmet*,"Southern Methodist University, NBER, and CEPR
",Dec-18,The Journal of Economic History,"A Culture of Growth: The Origins of the Modern Economy. By Joel Mokyr. Princeton, NJ: Princeton University Press, 2017. Pp. 400. $20.65, hardcover.",78,https://www.cambridge.org/core/journals/journal-of-economic-history/article/culture-of-growth-the-origins-of-the-modern-economy-by-joel-mokyr-princeton-nj-princeton-university-press-2017-pp-400-2065-hardcover/0FDA395DADDFEBB75789C48F8F1E69E0
Billy K.L. So*,"The Hong Kong University of Science and Technology
",Dec-18,The Journal of Economic History,"Global Trade in the Nineteenth Century: The House of Houqua and the Canton System. By John D. Wong. Cambridge: Cambridge University Press, 2016. Pp. xi, 247. 31.99, paper.",78,https://www.cambridge.org/core/journals/journal-of-economic-history/article/global-trade-in-the-nineteenth-century-the-house-of-houqua-and-the-canton-system-by-john-d-wong-cambridge-cambridge-university-press-2016-pp-xi-247-9265-hardcover-3199-paper/68AD4594D3D8B4473D873E61D7C82375
,,,,,,
,,,,,,
,,Jun-18,The Journal of Economic History,An Historical Perspective on the Quest for Financial Stability and the Monetary Policy Regime,78,https://www.cambridge.org/core/journals/journal-of-economic-history/article/an-historical-perspective-on-the-quest-for-financial-stability-and-the-monetary-policy-regime/0E75218E18A1658F145CDEE30023E14F
,,Jun-18,The Journal of Economic History,A Dissection of Trading Capital: Trade in the Aftermath of the Fall of the Iron Curtain,78,https://www.cambridge.org/core/journals/journal-of-economic-history/article/dissection-of-trading-capital-trade-in-the-aftermath-of-the-fall-of-the-iron-curtain/4C581E18D452579A20B8DD03870C2A58
,,Jun-18,The Journal of Economic History,"On the Road to Heaven: Taxation, Conversions, and the Coptic-Muslim Socioeconomic Gap in Medieval Egypt",78,https://www.cambridge.org/core/journals/journal-of-economic-history/article/on-the-road-to-heaven-taxation-conversions-and-the-copticmuslim-socioeconomic-gap-in-medieval-egypt/3407860149F95ACC44E489D1D7F526FB
,,Jun-18,The Journal of Economic History,Individual Investors and Portfolio Diversification in Late Victorian Britain: How Diversified Were Victorian Financial Portfolios?,78,https://www.cambridge.org/core/journals/journal-of-economic-history/article/individual-investors-and-portfolio-diversification-in-late-victorian-britain-how-diversified-were-victorian-financial-portfolios/1FDA6B729418806AB1EFE9C25962C14A
,,Jun-18,The Journal of Economic History,"?�The Curse of the Caribbean?? Agency?�s Impact on the Productivity of Sugar Estates on St. Vincent and the Grenadines, 1814??829",78,https://www.cambridge.org/core/journals/journal-of-economic-history/article/curse-of-the-caribbean-agencys-impact-on-the-productivity-of-sugar-estates-on-st-vincent-and-the-grenadines-18141829/B5DEAFC50804AF576A796F20D9A58967
,,Jun-18,The Journal of Economic History,The Economics of Renaissance Art,78,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economics-of-renaissance-art/8BF5EA30CA87F322082151D4AB00D8B0
,,Jun-18,The Journal of Economic History,The Impact of World War II on the Demand for Female Workers in Manufacturing,78,https://www.cambridge.org/core/journals/journal-of-economic-history/article/impact-of-world-war-ii-on-the-demand-for-female-workers-in-manufacturing/41FF6961933D1DBE6DD316CDC21DCDAC
,,Jun-18,The Journal of Economic History,Summaries of Doctoral Dissertations,78,https://www.cambridge.org/core/journals/journal-of-economic-history/article/summaries-of-doctoral-dissertations/9F52C14249A2EA30055355B66A86B424
,,,,,,
,,,,,,
,,Jun-18,The Journal of Economic History,"Wealth and Disaster: Atlantic Migrations from a Pyrenean Town in the Eighteenth and Nineteenth Centuries. By Pierre Force. Baltimore, MD: Johns Hopkins University Press, 2016. Pp. xviii, 230. $45.00, Kindle. doi: 10.1017/S0022050718000219",78,https://www.cambridge.org/core/journals/journal-of-economic-history/article/wealth-and-disaster-atlantic-migrations-from-a-pyrenean-town-in-the-eighteenth-and-nineteenth-centuries-by-pierre-force-baltimore-md-johns-hopkins-university-press-2016-pp-xviii-230-4500-kindle-doi-101017s0022050718000219/524D47364A79FE441C4C3805AB95C3DD
Stephan E. Maurer*,"Stephan E. Maurer is Assistant Professor, University of Konstanz and Research Associate, Centre for Economic Performance. University of Konstanz, Department of Economics, Box D 124, D-78457 Konstanz. E-mail: stephan.maurer@uni-konstanz.de.
",Mar-18,The Journal of Economic History,Voting Behavior and Public Employment in Nazi Germany,78,https://www.cambridge.org/core/journals/journal-of-economic-history/article/voting-behavior-and-public-employment-in-nazi-germany/88B5AF48478F71B22D80C2E41A2946BA
Marlous van Waijenburg*,"Marlous van Waijenburg is Assistant Professor of Economics and Postdoctoral Scholar in the Society of Fellows at the University of Michigan, 611 Tappan Avenue, Ann Arbor, Michigan 48109. E-mail: mvanwaij@umich.edu.
",Mar-18,The Journal of Economic History,Financing the African Colonial State: The Revenue Imperative and Forced Labor,78,https://www.cambridge.org/core/journals/journal-of-economic-history/article/financing-the-african-colonial-state-the-revenue-imperative-and-forced-labor/9514245BA11D58B053FBB83E4EADF565
Francisco J. Beltrán Tapia*; Alfonso Díez-Minguela; Julio Martinez-Galarraga,"Francisco J. Beltrán Tapia is Associate Professor in Economic History, Department of Historical Studies, Norwegian University of Science and Technology, NO-7491 Trondheim, Norway.
; Alfonso Díez-Minguela is Assistant Professor in Economic History, Departament d'An?lisi Econòmica, Facultat d'Economia, Universitat de València, Avda. dels tarongers s/n, 46022, València, Spain. E-mail: alfonso.diez@uv.es.
; Julio Martínez-Galarraga is Associate Professor in Economic History, Departament d'An?lisi Econòmica, Facultat d'Economia, Universitat de València, Avda. dels tarongers s/n, 46022, València, Spain. E-mail: julio.martinez-galarraga@uv.es.
",Mar-18,The Journal of Economic History,"Tracing the Evolution of Agglomeration Economies: Spain, 1860??991",78,https://www.cambridge.org/core/journals/journal-of-economic-history/article/tracing-the-evolution-of-agglomeration-economies-spain-18601991/AD4ED3A3E21A6F5F0C2167C2D2C485CE
Joshua Lewis*,"Joshua Lewis is Assistant Professor, Department of Economics, University of Montreal. 3150, rue Jean-Brillant #6032, Montreal, QC, H3T 1N8. E-mail: joshua.lewis@umontreal.ca.
",Mar-18,The Journal of Economic History,"Infant Health, Women's Fertility, and Rural Electrification in the United States, 1930??960",78,https://www.cambridge.org/core/journals/journal-of-economic-history/article/infant-health-womens-fertility-and-rural-electrification-in-the-united-states-19301960/6C627B2FE2748A48A0781BEC7701306A
Matthew Jaremski; Price V. Fishback,"Matthew Jaremski is Associate Professor, Department of Economics, Colgate University, Hamilton, NY 13346 and Faculty Research Fellow, National Bureau of Economic Research. E-mail: mjaremski@colgate.edu.
; Price V. Fishback is Thomas R. Brown Professor of Economics, Department of Economics, University of Arizona, Tucson, AZ 85721 and Faculty Research Fellow, National Bureau of Economic Research. E-mail: pfishback@eller.arizona.edu.
",Mar-18,The Journal of Economic History,Did Inequality in Farm Sizes Lead to Suppression of Banking and Credit in the Late Nineteenth Century?,78,https://www.cambridge.org/core/journals/journal-of-economic-history/article/did-inequality-in-farm-sizes-lead-to-suppression-of-banking-and-credit-in-the-late-nineteenth-century/7CE7E06C66D664A85E64DCA7ED05743A
Vellore Arthi*,"Vellore Arthi is Assistant Professor, Department of Economics, University of Essex, Wivenhoe Park, Colchester CO4 3SQ, United Kingdom. E-mail: v.arthi@essex.ac.uk.
",Mar-18,The Journal of Economic History,?�The Dust Was Long in Settling?? Human Capital and the Lasting Impact of the American Dust Bowl,78,https://www.cambridge.org/core/journals/journal-of-economic-history/article/dust-was-long-in-settling-human-capital-and-the-lasting-impact-of-the-american-dust-bowl/1B2C51EBB5AA843580FBCA4BEC168B0E
Ewout Frankema; Jeffrey Williamson; Pieter Woltjer*,"Ewout Frankema is Professor, Wageningen University, Hollandseweg 1, 6706 KN Wageningen, The Netherlands. E-mail: ewout.frankema@wur.nl.
; Jeffrey Williamson is Professor, Harvard University and University of Wisconsin, 350 South Hamilton Street, Madison, WI 53703. E-mail: jwilliam@fas.harvard.edu.
; Pieter Woltjer is Postdoctoral Researcher, Wageningen University, Hollandseweg 1, 6706 KN Wageningen, The Netherlands.
",Mar-18,The Journal of Economic History,An Economic Rationale for the West African Scramble? The Commercial Transition and the Commodity Price Boom of 1835??885,78,https://www.cambridge.org/core/journals/journal-of-economic-history/article/an-economic-rationale-for-the-west-african-scramble-the-commercial-transition-and-the-commodity-price-boom-of-18351885/5A64C29764E79C75826A45F32562FB04
Myron P. Gutmann; Emily Klancher Merchant; Evan Roberts,"Myron P. Gutmann is Professor, Department of History and Director, Institute of Behavioral Science, University of Colorado Boulder, 483 UCB, Boulder, CO 80309. E-mail: Myron.Gutmann@colorado.edu.
; Emily Klancher Merchant is Assistant Professor, Science and Technology Studies, University of California, Davis, One Shields Avenue, Davis, CA 95616. E-mail: ekmerchant@ucdavis.edu.
; Evan Roberts is Assistant Professor, Department of Sociology and Minnesota Population Center, University of Minnesota, 909 Social Sciences, 267 19th Ave S, Minneapolis, MN 55455. E-mail: eroberts@umn.edu.
",Mar-18,The Journal of Economic History,?�Big Data??in Economic History,78,https://www.cambridge.org/core/journals/journal-of-economic-history/article/big-data-in-economic-history/C6309D815663917BBF03DC6B95CE62B4
,,,,,,
Richard Sutch*,"University of California
",Mar-18,The Journal of Economic History,"A Century of Wealth in America. By Edward N. Wolff. Cambridge, MA: Belknap Press of Harvard University Press, 2017. Pp. xv, 865. $39.95, hardcover.",78,https://www.cambridge.org/core/journals/journal-of-economic-history/article/century-of-wealth-in-america-by-edward-n-wolff-cambridge-ma-belknap-press-of-harvard-university-press-2017-pp-xv-865-3995-hardcover/C849A84AA92FFA43C182CAF767E99749
Forrest Capie*,"University of London
",Mar-18,The Journal of Economic History,"Respectable Banking: The Search for Stability in London's Money and Credit Markets since 1695. By Anthony C. Hotson. Cambridge: Cambridge University Press, 2017. Pp. xxvii, 279. $47.56, hardcover.",78,https://www.cambridge.org/core/journals/journal-of-economic-history/article/respectable-banking-the-search-for-stability-in-londons-money-and-credit-markets-since-1695-by-anthony-c-hotson-cambridge-cambridge-university-press-2017-pp-xxvii-279-4756-hardcover/75857555505E8D8697E924C51ACED123
Lionel Kesztenbaum*,"Institut National d'?tudes Démographiques (INED) and Paris School of Economics (PSE)
",Mar-18,The Journal of Economic History,"Selling Paris. Property and Commercial Culture the Fin-de-siècle Capital. By Alexia M. Yates. Cambridge, MA: Harvard University Press, 2015. Pp. 353. $51.50, hardcover.",78,https://www.cambridge.org/core/journals/journal-of-economic-history/article/selling-paris-property-and-commercial-culture-the-findesiecle-capital-by-alexia-m-yates-cambridge-ma-harvard-university-press-2015-pp-353-5150-hardcover/33B4038BB7620E6E423AFB2DE32E335A
Warren Weber*,"Federal Reserve Bank of Atlanta and University of South Carolina*
",Mar-18,The Journal of Economic History,"Other People's Money: How Banking Worked in the Early American Republic. By Sharon Ann Murphy. Baltimore, MD: Johns Hopkins University Press, 2017. Pp. 208. $19.95, paper.",78,https://www.cambridge.org/core/journals/journal-of-economic-history/article/other-peoples-money-how-banking-worked-in-the-early-american-republic-by-sharon-ann-murphy-baltimore-md-johns-hopkins-university-press-2017-pp-208-1995-paper/879A705564E4E620D4FC5C06D276E013
Jörg Baten*,"University of Tübingen
",Mar-18,The Journal of Economic History,"Global Inequality: A New Approach for the Age of Globalization. By Branko Milanovic. Cambridge, MA: Harvard University Press, 2016. Pp. 320. $29.95, hardcover.",78,https://www.cambridge.org/core/journals/journal-of-economic-history/article/global-inequality-a-new-approach-for-the-age-of-globalization-by-branko-milanovic-cambridge-ma-harvard-university-press-2016-pp-320-2995-hardcover/EAC837FF614E32F3CCEB27F151F676F2
Santiago Pérez*,"Santiago Pérez is Assistant Professor, Department of Economics, University of California, Davis, 1118 Social Sciences and Humanities, Davis, CA 95616. E-mail: seperez@ucdavis.edu.
",Dec-17,The Journal of Economic History,The (South) American Dream: Mobility and Economic Outcomes of First- and Second-Generation Immigrants in Nineteenth-Century Argentina,77,https://www.cambridge.org/core/journals/journal-of-economic-history/article/south-american-dream-mobility-and-economic-outcomes-of-first-and-secondgeneration-immigrants-in-nineteenthcentury-argentina/C5671D0E78620383CF940E949DA71A62
Yu Sasaki*,"Yu Sasaki is a Project Researcher, Institute for Advanced Studies on Asia, University of Tokyo, 7-3-1 Hongo, Bunkyo-Ku, Tokyo, 113-0033, Japan. E-mail: ys253@uw.edu.
",Dec-17,The Journal of Economic History,Publishing Nations: Technology Acquisition and Language Standardization for European Ethnic Groups,77,https://www.cambridge.org/core/journals/journal-of-economic-history/article/publishing-nations-technology-acquisition-and-language-standardization-for-european-ethnic-groups/64CC9AFDA14AA5177455996B70382307
Taylor Jaworski*,"Taylor Jaworski is Assistant Professor, Department of Economics, University of Colorado, Boulder, UCB 256 Boulder, CO 80309. E-mail: tjaworski@gmail.com.
",Dec-17,The Journal of Economic History,World War II and the Industrialization of the American South,77,https://www.cambridge.org/core/journals/journal-of-economic-history/article/world-war-ii-and-the-industrialization-of-the-american-south/B02C45F9CB7CBE9F6568EAC33F2EF0C1
Arcangelo Dimico*; Alessia Isopi; Ola Olsson,"Arcangelo Dimico is Lecturer and corresponding author, Management School, Queen's University Belfast, Riddel Hall, Belfast bt95ee, United Kingdom of Great Britain and Northern Ireland. E-mail: a.dimico@qub.ac.uk.
; Alessia Isopi is Lecturer, Department of Economics, University of Manchester, Arthur Lewis Building-2.015, Manchester, United Kingdom of Great Britain and Northern Ireland. E-mail: alessia.isopi@manchester.ac.uk.
; Ola Olsson is Professor, Department of Economics, University of Gothenburg, Box 100, S-405 30 Gothenburg, Sweden. E-mail: ola.olsson@economics.gu.se.
",Dec-17,The Journal of Economic History,Origins of the Sicilian Mafia: The Market for Lemons,77,https://www.cambridge.org/core/journals/journal-of-economic-history/article/origins-of-the-sicilian-mafia-the-market-for-lemons/52B18A611BD8AE26B4FDE3814A4239F1
Joseph Davis; Marc D. Weidenmier,"Joseph Davis is Global Chief Economist, The Vanguard Group, Valley Forge, PA 19482-2600. E-mail: joseph_davis@vanguard.com.
; Marc D. Weidenmier is Professor of Finance, Chapman University, 1 University Drive, Orange, CA 92866. E-mail: weidenmi@chapman.edu.
",Dec-17,The Journal of Economic History,America's First Great Moderation,77,https://www.cambridge.org/core/journals/journal-of-economic-history/article/americas-first-great-moderation/E3217E2FA4B9D3CAD4AA23A67CDCDC62
Jean Beuve; Eric Brousseau; Jérôme Sgard,"Jean Beuve is Assistant Professor, University of Paris, 1 Panthéon Sorbonne, Maison des Sciences Economiques - Univ. Paris 1, 106 Boulevard de l'Hôpital, 75013 Paris, France. E-mail: jeanbeuve@yahoo.fr.
; Eric Brousseau is Professor, Université Paris-Dauphine, PSL Research University, CNRS, UMR 7088, DRM, Place du Maréchal de Lattre de Tassigny, 75 775 Paris Cedex 16, France. E-mail: eric@brousseau.info.
; Jérôme Sgard is Professor, Sciences Po, Centre de Recherches Internationales (CERI), CNRS, Paris, France. E-mail: jerome.sgard@sciencespo.fr.
",Dec-17,The Journal of Economic History,Why Are Modern Bureaucracies Special? State Support to Private Firms in Early Eighteenth-Century France,77,https://www.cambridge.org/core/journals/journal-of-economic-history/article/why-are-modern-bureaucracies-special-state-support-to-private-firms-in-early-eighteenthcentury-france/71DF0B09E29FA9D14E073940A438BA4A
Peter M. Solar; Nicolas J. Duquette,"Peter M. Solar is Professor, Université Saint-Louis?�Bruxelles, Boulevard du Jardin botanique 43, 1000 Brussels, Belgium. E-mail: psolar@vub.ac.be.
; Nicolas J. Duquette is Assistant Professor, Price School of Public Policy, University of Southern California, 650 Childs Way, Los Angeles, CA 90089. E-mail: nicolas.j.duquette@gmail.com.
",Dec-17,The Journal of Economic History,Ship Crowding and Slave Mortality: Missing Observations or Incorrect Measurement?,77,https://www.cambridge.org/core/journals/journal-of-economic-history/article/ship-crowding-and-slave-mortality-missing-observations-or-incorrect-measurement/266165BED4CE394F5BA4E3E6967A5008
Peter Basile; Sung Won Kang; John Landon-Lane; Hugh Rockoff*,"Peter F. Basile is Lead Budget Analyst, AT&T, 229 Cemetery Hill Rd. Asbury, NJ 08802. E-mail: pfbasile@comcast.net.
; Sung Won Kang is Researcher, Korea Environment Institute, # 1031 Bldg B. 370 Sicheong-daero, Sejong 30147, Republic of Korea. E-mail: swkang@kei.re.kr.
; John Landon-Lane is Associate Professor, Department of Economics, Rutgers University, 75 Hamilton Street, New Brunswick, New Jersey 08903. E-mail: john.landonlane@rutgers.edu.
; Hugh Rockoff is Distinguished Professor, Department of Economics, Rutgers University, 75 Hamilton Street, New Brunswick, New Jersey 08903. E-mail: rockoff@economics.rutgers.edu, corresponding author.
",Dec-17,The Journal of Economic History,"An Index of the Yields of Junk Bonds, 1910??955",77,https://www.cambridge.org/core/journals/journal-of-economic-history/article/an-index-of-the-yields-of-junk-bonds-19101955/1C286E28BF350A23A2292771E6B9F96F
,,,,,,
Michael Huberman*,"Université de Montréal
",Dec-17,The Journal of Economic History,"Single Markets: Economic Integration in Europe and the United States. By Michelle P. Egan. Oxford: Oxford University Press, 2015. Pp. vii, 321. $85.00, hardcover.",77,https://www.cambridge.org/core/journals/journal-of-economic-history/article/single-markets-economic-integration-in-europe-and-the-united-states-by-michelle-p-egan-oxford-oxford-university-press-2015-pp-vii-321-8500-hardcover/043FBA934C3FF48EBA12CDDFADFF3286
Claudia Rei*,"Vanderbilt University
",Dec-17,The Journal of Economic History,"An Economic History of Portugal, 1143??010. By Leonor Freire Costa, Pedro Lains, and Susana Münch Miranda. Cambridge: Cambridge University Press, 2016, xii + 406. $100.47, hardcover.",77,https://www.cambridge.org/core/journals/journal-of-economic-history/article/an-economic-history-of-portugal-11432010-by-leonor-freire-costa-pedro-lains-and-susana-munch-miranda-cambridge-cambridge-university-press-2016-xii-406-10047-hardcover/D3C0E9B6979E80C50D02D7E1EDF136EC
Ranald Michie*,"University of Durham, emeritus
",Dec-17,The Journal of Economic History,"Anthropologists in the Stock Exchange: A Financial History of Victorian Science. By Marc Flandreau. Chicago: University of Chicago Press, 2016. Pp xix, 1??21. 105.00, cloth.",77,https://www.cambridge.org/core/journals/journal-of-economic-history/article/anthropologists-in-the-stock-exchange-a-financial-history-of-victorian-science-by-marc-flandreau-chicago-university-of-chicago-press-2016-pp-xix-1421-3500-paper-10500-cloth/E625717600A5CC488A828FAFFA3E05E2
Anne Ruderman*,"Harvard University
",Dec-17,The Journal of Economic History,"The Rise and Demise of Slavery and the Slave Trade in the Atlantic World. Edited by Philip Misevich and Kristin Mann. Rochester, NY: University of Rochester Press, 2016. Pp. Ix, 361. 34.99, eBook.",77,https://www.cambridge.org/core/journals/journal-of-economic-history/article/rise-and-demise-of-slavery-and-the-slave-trade-in-the-atlantic-world-edited-by-philip-misevich-and-kristin-mann-rochester-ny-university-of-rochester-press-2016-pp-ix-361-125-hardcover-3499-ebook/8BDB1DFC8E95D624E86D5A01C18A489E
Paolo Malanima*,"University Magna Graecia of Catanzaro
",Dec-17,The Journal of Economic History,"Measuring Wellbeing. A History of Italian Living Standards. By Giovanni Vecchi. Oxford: Oxford University Press, 2017. Pp. xvii, 645. $ 97.19, hardcover.",77,https://www.cambridge.org/core/journals/journal-of-economic-history/article/measuring-wellbeing-a-history-of-italian-living-standards-by-giovanni-vecchi-oxford-oxford-university-press-2017-pp-xvii-645-9719-hardcover/2EF60102CFD6C2D6CA4B621857438740
Marianne Wanamaker*,"University of Tennessee
",Dec-17,The Journal of Economic History,"Competition in the Promised Land. By Leah Platt Boustan. Princeton: Princeton University Press, 2016. Pp. 216. $23.95, hardcover.",77,https://www.cambridge.org/core/journals/journal-of-economic-history/article/competition-in-the-promised-land-by-leah-platt-boustan-princeton-princeton-university-press-2016-pp-216-2395-hardcover/7CBB899677B5639E61640F42631C7355
Matthew Jaremski*,"Colgate University
",Dec-17,The Journal of Economic History,"The Second Bank of the United States: ?�Central??Banker in an Era of Nation-Building, 1816??936. Jane Ellen Knodell. London: Routledge Taylor and Francis Group, 2016. Pp. 202. $98.47, hardcover.",77,https://www.cambridge.org/core/journals/journal-of-economic-history/article/second-bank-of-the-united-states-central-banker-in-an-era-of-nationbuilding-18161936-jane-ellen-knodell-london-routledge-taylor-and-francis-group-2016-pp-202-9847-hardcover/756EDBD0EAB8CB3DF320587F6FB693CB
Sean H. Vanatta*,"Princeton University
",Dec-17,The Journal of Economic History,"Jumping the Abyss: Marriner S. Eccles and the New Deal, 1933??940. By Mark Wayne Nelson. Salt Lake City: University of Utah Press, 2017. Pp xxvi, 424. $39.00, hardcover.",77,https://www.cambridge.org/core/journals/journal-of-economic-history/article/jumping-the-abyss-marriner-s-eccles-and-the-new-deal-19331940-by-mark-wayne-nelson-salt-lake-city-university-of-utah-press-2017-pp-xxvi-424-3900-hardcover/92B6E64AFD1F28D6EABC0837A2EEB592
Vicki Howard*,"University of Essex
",Dec-17,The Journal of Economic History,"Cornering the Market: Independent Grocers and Innovation in American Small Business. By: Susan V. Spellman. New York: Oxford University Press, 2016. Pp. 226. $78.00, hardcover.",77,https://www.cambridge.org/core/journals/journal-of-economic-history/article/cornering-the-market-independent-grocers-and-innovation-in-american-small-business-by-susan-v-spellman-new-york-oxford-university-press-2016-pp-226-7800-hardcover/324DDD6749B73656DFAD01C0B6F0F0B1
